zaoczny,2016-01-10 23:20:12,70210168300,2704,  ŚRÓDMIEŚCIE , Kładki,68
gotówkowy,2016-01-11 00:22:03,42311526501,3424,  WRZESZCZ GÓRNY , Jarowa,62
gotówkowy,2016-01-11 01:10:08,01290130930,3471,  WRZESZCZ GÓRNY , Matki Polki,205
kredytowany,2016-01-11 02:11:47,01303118636,0700,  CHEŁM , bpa. Hieronima Rozrażewskiego,259
zaoczny,2016-01-11 05:37:00,15272311024,5602,  JASIEŃ , Gronostajowa,88
zaoczny,2016-01-11 09:05:37,18301141041,5313,  ORUNIA-ŚW. WOJCIECH-LIPCE , Niegowska,75
kredytowany,2016-01-11 10:33:59,91232141098,7521,  CHEŁM , Świętokrzyska,133
gotówkowy,2016-01-11 12:15:33,67321985968,5257,  PRZYMORZE MAŁE , Ziemowita,24
kredytowany,2016-01-11 15:46:31,59082859141,2507,  ORUNIA-ŚW. WOJCIECH-LIPCE , Cienista,40
kredytowany,2016-01-11 22:00:21,45271634282,6151,  WRZESZCZ GÓRNY , Współczesna,204
gotówkowy,2016-01-12 00:54:56,29072456395,9888,  WZGÓRZE MICKIEWICZA , Księdza Robaka,70
gotówkowy,2016-01-12 06:47:08,09071751752,0697,  WRZESZCZ GÓRNY , Romańska,161
gotówkowy,2016-01-12 06:57:52,19100385234,4258,  OLIWA , Świerkowa,105
gotówkowy,2016-01-12 08:17:40,79102923566,4342,  MATARNIA , Radarowa,162
kredytowany,2016-01-12 20:03:08,44262623364,2955,  CHEŁM , Wincentego Witosa,185
gotówkowy,2016-01-13 01:08:43,81320648125,9455,  WYSPA SOBIESZEWSKA , Dulkowa,217
gotówkowy,2016-01-13 05:42:36,17301215992,5635,  ZASPA-ROZSTAJE , Powstańców Wielkopolskich,67
kredytowany,2016-01-13 06:49:29,90273021220,9217,  ORUNIA-ŚW. WOJCIECH-LIPCE , Smoleńska,131
gotówkowy,2016-01-13 09:33:47,58322245988,5237,  ŚRÓDMIEŚCIE , Podmłyńska,110
kredytowany,2016-01-13 09:57:19,55240710491,2902,  STOGI , Nad Brzegiem,36
gotówkowy,2016-01-13 12:27:20,09092986621,4402,  ŚRÓDMIEŚCIE , Stępkarska,177
kredytowany,2016-01-13 16:46:16,01262883871,2297,  OSOWA , Galaktyczna,7
kredytowany,2016-01-14 01:45:33,85031414462,8968,  CHEŁM , Kazimierza Wielkiego,181
zaoczny,2016-01-14 12:15:05,69093062973,8962,  SUCHANINO , Piotra Czajkowskiego,245
zaoczny,2016-01-14 13:08:43,88241792692,2421,  WRZESZCZ DOLNY , Konrada Leczkowa,19
gotówkowy,2016-01-14 13:28:30,01212229391,0738,  OLSZYNKA , Sierpowa,136
kredytowany,2016-01-15 05:54:13,88232474251,4418,  OSOWA , Dionizosa,140
gotówkowy,2016-01-15 07:01:50,94240499607,2331,  ŚRÓDMIEŚCIE , Wapiennicza,193
kredytowany,2016-01-15 07:20:35,29010599775,721,  ZASPA-MŁYNIEC , Aleja Rzeczypospolitej,161
kredytowany,2016-01-15 07:59:45,07232540638,2637,  ŚRÓDMIEŚCIE , 3 Maja,88
zaoczny,2016-01-15 11:16:14,25122813954,6433,  UJEŚCISKO-ŁOSTOWICE , Tarnowska,163
zaoczny,2016-01-15 16:59:47,78242857616,0821,  ANIOŁKI , Marii Skłodowskiej-Curie,186
kredytowany,2016-01-15 18:15:21,71050933093,5333,  ŚRÓDMIEŚCIE , Długie Ogrody,183
kredytowany,2016-01-15 20:54:42,06061696309,9544,  MŁYNISKA , Swojska,182
zaoczny,2016-01-15 22:39:00,72291466393,0497,  ZASPA-ROZSTAJE , Majewskich,223
gotówkowy,2016-01-16 01:37:24,01101994744,8499,  WYSPA SOBIESZEWSKA , Groszkowa,26
gotówkowy,2016-01-16 14:34:53,78251597848,8274,  RUDNIKI , Tama Pędzichowska,69
zaoczny,2016-01-16 16:12:15,43271390427,9739,  ORUNIA-ŚW. WOJCIECH-LIPCE , Aroniowa,12
kredytowany,2016-01-16 18:16:47,83280877773,9274,  ZASPA-ROZSTAJE , Budziszów,173
kredytowany,2016-01-16 18:41:04,01220193767,9725,  JASIEŃ , Rysia,37
kredytowany,2016-01-16 22:03:43,92263052773,0804,  ŚRÓDMIEŚCIE , Podzamcze,45
zaoczny,2016-01-17 12:20:29,27111530776,8957,  STOGI , kpt. ż.w. Witolda Poinca,3
kredytowany,2016-01-17 16:20:48,96020237791,0312,  OLIWA , Adama Asnyka,117
gotówkowy,2016-01-17 16:27:35,09010568111,6609,  WRZESZCZ DOLNY , Lwowska,44
gotówkowy,2016-01-17 18:24:34,96110597655,7204,  UJEŚCISKO-ŁOSTOWICE , Matecznikowa,64
gotówkowy,2016-01-17 23:20:22,29092322489,5367,  PRZYMORZE MAŁE , Pucka,70
gotówkowy,2016-01-18 05:08:42,22320150593,6419,  CHEŁM , Lotników Polskich,56
zaoczny,2016-01-18 05:17:55,53073066530,1195,  STOGI , Zimna,101
kredytowany,2016-01-18 15:57:05,68252278774,1611,  ŚRÓDMIEŚCIE , Sadowa,91
gotówkowy,2016-01-18 17:02:36,28211047528,934,  ŚRÓDMIEŚCIE , Kołodziejska,96
kredytowany,2016-01-19 01:35:42,49011660405,6419,  OLIWA , Nadwodna,109
gotówkowy,2016-01-19 03:05:02,05091815113,8968,  STOGI , Sienna,80
gotówkowy,2016-01-19 03:40:44,62013154286,3166,  NOWY PORT , Wyzwolenia,74
kredytowany,2016-01-19 04:45:25,14100919999,5506,  ŚRÓDMIEŚCIE , Brygidki,139
gotówkowy,2016-01-19 07:05:45,15042851015,3950,  UJEŚCISKO-ŁOSTOWICE , Darżlubska,229
kredytowany,2016-01-19 10:50:23,43271390427,6413,  CHEŁM , Przemian,9
kredytowany,2016-01-19 17:49:43,93012450752,3918,  WYSPA SOBIESZEWSKA , Sobieszewska,82
gotówkowy,2016-01-19 23:13:09,99010810646,0817,  OLIWA , Plac Inwalidów Wojennych,65
gotówkowy,2016-01-20 00:25:47,78282952810,3114,  WRZESZCZ DOLNY , Ludwika Mierosławskiego,126
zaoczny,2016-01-20 03:05:45,49110461161,3230,  STRZYŻA , Bernarda Chrzanowskiego,183
kredytowany,2016-01-20 08:41:28,32210768669,8274,  SIEDLCE , Skrajna,79
gotówkowy,2016-01-20 13:32:56,13270355622,252,  OLSZYNKA , Żarnowiecka,211
gotówkowy,2016-01-20 19:30:31,61261455710,7311,  ŚRÓDMIEŚCIE , Warzywnicza,220
zaoczny,2016-01-20 22:16:18,58292651576,9796,  OSOWA , Bukowa,216
zaoczny,2016-01-21 00:05:50,70323177433,5333,  PRZYMORZE MAŁE , Bzowa,131
zaoczny,2016-01-21 01:07:43,69242449912,6542,  PIECKI-MIGOWO , Trzy Lipy,124
zaoczny,2016-01-21 05:36:07,61320383895,2401,  OSOWA , Marsa,204
zaoczny,2016-01-21 06:28:18,30111634890,3368,  LETNICA , Sucha,225
kredytowany,2016-01-21 10:35:21,56060174906,1602,  WRZESZCZ DOLNY , Grzegorza z Sanoka,75
zaoczny,2016-01-21 14:19:01,89230145558,4193,  ŚRÓDMIEŚCIE , Kamienna Grobla,81
gotówkowy,2016-01-21 20:59:12,17292294587,5919,  OLIWA , Flisacka,106
zaoczny,2016-01-22 03:04:51,36251334959,6170,  PRZYMORZE MAŁE , Rzepichy,194
kredytowany,2016-01-22 04:00:09,55042717056,8517,  OSOWA , prof. Michała Siedleckiego,24
gotówkowy,2016-01-22 08:33:19,31310874074,1468,  ŚRÓDMIEŚCIE , Wiosny Ludów,194
zaoczny,2016-01-22 10:11:05,58101234253,0296,  ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA , Jelitkowska,229
zaoczny,2016-01-22 22:13:46,74221175827,413,  WRZESZCZ DOLNY , Konrada Leczkowa,256
kredytowany,2016-01-23 00:08:03,16100340328,3471,  OLIWA , Antoniego Abrahama,179
gotówkowy,2016-01-23 07:23:45,64052776858,0239,  ORUNIA-ŚW. WOJCIECH-LIPCE , Park Oruński ,133
kredytowany,2016-01-23 08:49:47,42311526501,5245,  WRZESZCZ GÓRNY , Hugo Kołłątaja,174
zaoczny,2016-01-23 16:01:45,96012727431,2788,  ŚRÓDMIEŚCIE , Zaułek Zachariasza Zappio,73
zaoczny,2016-01-23 18:20:40,28012285433,0458,  LETNICA , Mariana Chodackiego,54
gotówkowy,2016-01-23 18:24:46,78231533806,9453,  OLSZYNKA , Jaśminowa,103
gotówkowy,2016-01-23 22:20:30,51072424647,9106,  KOKOSZKI , Storczykowa,17
zaoczny,2016-01-24 03:29:37,23252773643,6266,  JASIEŃ , Mariana Pelczara,53
kredytowany,2016-01-24 06:13:10,90021211253,1163,  ANIOŁKI , Józefa Hoene-Wrońskiego,156
zaoczny,2016-01-24 21:36:20,16012367921,1647,  STRZYŻA , Aleja Grunwaldzka,111
kredytowany,2016-01-25 00:03:21,70271430408,8762,  ŚRÓDMIEŚCIE , Zbytki,249
kredytowany,2016-01-25 08:27:08,45220360282,6291,  PIECKI-MIGOWO , Zofii Nałkowskiej,162
gotówkowy,2016-01-25 10:53:44,80230147762,7903,  WRZESZCZ GÓRNY , Jana Matejki,179
kredytowany,2016-01-25 17:01:22,27062154830,1497,  WYSPA SOBIESZEWSKA , Akwenowa,85
zaoczny,2016-01-25 18:10:13,51232519464,4982,  II PRZYMORZE MAŁE , Zgody,87
kredytowany,2016-01-25 22:59:39,14071821273,6668,  OLIWA , Poczty Gdańskiej,91
zaoczny,2016-01-26 00:29:04,48220123396,7510,  JASIEŃ , Lubowidzka,66
zaoczny,2016-01-26 15:47:14,14112136254,5149,  PRZYMORZE MAŁE , Fromborska,18
zaoczny,2016-01-26 20:54:04,75231367798,3314,  WRZESZCZ GÓRNY , Grzegorza Piramowicza,202
zaoczny,2016-01-26 22:27:02,89291411209,8726,  NOWY PORT , Przyjaciół,96
gotówkowy,2016-01-26 23:28:29,65043016306,766,  WYSPA SOBIESZEWSKA , Szkutnicza,241
zaoczny,2016-01-27 00:02:44,38072042521,7178,  OLIWA , Kazimierza Górskiego,82
gotówkowy,2016-01-27 00:12:42,41220736265,0487,  BRZEŹNO , Północna,28
gotówkowy,2016-01-27 01:16:34,77092733338,666,  UJEŚCISKO-ŁOSTOWICE , Cedrowa,194
zaoczny,2016-01-27 02:41:10,72291466393,235,  ŚRÓDMIEŚCIE , Osiek,138
zaoczny,2016-01-27 05:21:24,85311468970,0132,  ORUNIA-ŚW. WOJCIECH-LIPCE , Kolonia Rola,59
zaoczny,2016-01-27 07:25:40,77092733338,6910,  ŚRÓDMIEŚCIE , Więcierze,191
kredytowany,2016-01-27 23:34:10,85241117676,0732,  LETNICA , Żaglowa,16
zaoczny,2016-01-27 23:58:37,56112684375,2698,  SIEDLCE , Szara,223
zaoczny,2016-01-28 02:23:21,54020565027,2902,  ŚRÓDMIEŚCIE , Słomiana,39
zaoczny,2016-01-28 05:20:17,30273111817,1633,  SIEDLCE , Winnicka,9
zaoczny,2016-01-28 06:31:16,70302425979,2514,  JASIEŃ , Potęgowska,185
gotówkowy,2016-01-28 11:16:41,33210761263,2830,  ANIOŁKI , gen. Henryka Dąbrowskiego,237
zaoczny,2016-01-28 14:44:01,47231118254,7869,  OSOWA , Letniskowa,194
gotówkowy,2016-01-28 18:41:29,97091914558,5665,  ŚRÓDMIEŚCIE , Sienna Grobla,146
kredytowany,2016-01-28 18:45:14,33210761263,2136,  OSOWA , Izydy,221
zaoczny,2016-01-28 21:21:35,61232629159,4537,  OLSZYNKA , Niezapominajek,135
zaoczny,2016-01-28 22:11:25,15240955830,7849,  NOWY PORT , Spokojna,37
gotówkowy,2016-01-28 23:17:56,45101691188,9654,  LETNICA , Park Ks. Kanonika Kazimierza Orkusza ,140
zaoczny,2016-01-28 23:24:47,82232834200,5475,  MATARNIA , Klukowska,239
gotówkowy,2016-01-29 04:06:44,59271654377,5257,  CHEŁM , prof. Romualda Cebertowicza,250
kredytowany,2016-01-29 09:21:49,37270342967,5631,  JASIEŃ , Szczęśliwa,229
kredytowany,2016-01-30 01:54:10,81032941945,3813,  OSOWA , Ledy,165
kredytowany,2016-01-30 09:59:11,91240526159,9717,  MATARNIA , Jesienna,184
kredytowany,2016-01-30 18:05:25,59030769045,0458,  NOWY PORT , Wyzwolenia,161
kredytowany,2016-01-30 18:22:40,06292638554,7849,  BRZEŹNO , Ksawerego Dunikowskiego,144
gotówkowy,2016-01-30 22:17:25,61222140938,2959,  PRZYMORZE MAŁE , Jana Solikowskiego,192
kredytowany,2016-01-31 09:37:23,27230177872,3114,  KRAKOWIEC-GÓRKI ZACHODNIE , Mewy,68
kredytowany,2016-01-31 11:02:35,23212190138,8344,  WRZESZCZ GÓRNY , Róży Ostrowskiej,118
zaoczny,2016-01-31 11:06:45,61231210112,5332,  ŚRÓDMIEŚCIE , Powalna,138
gotówkowy,2016-01-31 12:03:43,32071127076,1465,  BRZEŹNO , Emilii Plater,169
zaoczny,2016-01-31 13:41:32,13100519376,252,  PIECKI-MIGOWO , Stanisława Lema,123
kredytowany,2016-01-31 14:50:44,71311792052,7762,  ORUNIA-ŚW. WOJCIECH-LIPCE , Dworcowa,231
zaoczny,2016-01-31 19:15:23,17261482799,8693,  OLSZYNKA , Tulipanów,158
kredytowany,2016-01-31 19:51:03,97252898758,2680,  MŁYNISKA , Twarda,177
gotówkowy,2016-01-31 22:03:41,46222276289,9746,  KOKOSZKI , Metalowców,116
kredytowany,2016-02-01 01:07:39,44041831775,3778,  SUCHANINO , Taborowa,101
gotówkowy,2016-02-01 02:03:13,30111634890,942,  SIEDLCE , Popradzka,233
zaoczny,2016-02-01 05:21:58,22060944120,4595,  PIECKI-MIGOWO , Burgaska,75
zaoczny,2016-02-01 17:50:26,18101537022,3368,  KOKOSZKI , Borska,14
gotówkowy,2016-02-02 06:11:18,24262929592,347,  ŚRÓDMIEŚCIE , Wygon,224
zaoczny,2016-02-02 07:15:10,92263052773,6356,  ŚRÓDMIEŚCIE , Przyokopowa,90
kredytowany,2016-02-02 07:49:15,28211047528,4575,  MŁYNISKA , Chwaszczyńska,216
gotówkowy,2016-02-02 07:52:14,96082851940,5100,  STOGI , Sokola,101
kredytowany,2016-02-02 12:44:39,21282198306,7741,  ŚRÓDMIEŚCIE , Mostek,182
kredytowany,2016-02-02 15:17:11,75311512380,5333,  WYSPA SOBIESZEWSKA , Lewkoniowa,233
kredytowany,2016-02-02 16:46:15,82322748011,7517,  SIEDLCE , gen. Stefana Grota-Roweckiego,34
gotówkowy,2016-02-02 17:01:33,22120333635,1851,  WRZESZCZ DOLNY , Sebastiana Klonowicza,240
zaoczny,2016-02-03 01:53:19,31261243707,6885,  OLIWA , Polanki,51
kredytowany,2016-02-03 04:29:44,89080740004,3813,  ORUNIA-ŚW. WOJCIECH-LIPCE , Kolonia Anielinki,239
zaoczny,2016-02-03 08:03:38,88210121368,3385,  OLSZYNKA , Łanowa,38
gotówkowy,2016-02-03 10:25:57,88123096072,3314,  PIECKI-MIGOWO , Franciszka Rakoczego,208
kredytowany,2016-02-03 10:50:51,27240325832,689,  STOGI , Kormoranów,18
gotówkowy,2016-02-03 16:21:08,77042632458,2777,  UJEŚCISKO-ŁOSTOWICE , Tarnowska,220
gotówkowy,2016-02-03 16:48:50,92263052773,6266,  WYSPA SOBIESZEWSKA , Narcyzowa,31
gotówkowy,2016-02-03 21:19:28,74072410991,7346,  SIEDLCE , Legnicka,214
gotówkowy,2016-02-04 13:37:53,02080112691,3958,  KOKOSZKI , Somińska,84
kredytowany,2016-02-04 18:47:37,54093092886,9717,  WRZESZCZ DOLNY , Plac bpa. Edwarda O’Rourke,185
gotówkowy,2016-02-04 21:49:09,12073163333,8270,  ŚRÓDMIEŚCIE , Więcierze,56
kredytowany,2016-02-05 01:34:14,34112822575,1626,  OSOWA , Centaura,241
zaoczny,2016-02-05 03:23:36,81320648125,5572,  KOKOSZKI , Mezowska,59
kredytowany,2016-02-05 06:32:33,84282619860,4459,  KRAKOWIEC-GÓRKI ZACHODNIE , Łęczycka,88
kredytowany,2016-02-05 12:48:27,69051547579,7224,  KOKOSZKI , Gołuńska,259
gotówkowy,2016-02-05 13:03:20,01310233461,2468,  ORUNIA-ŚW. WOJCIECH-LIPCE , Jagodowa,97
zaoczny,2016-02-05 19:39:41,84281155260,0329,  ORUNIA-ŚW. WOJCIECH-LIPCE , Smoleńska,71
gotówkowy,2016-02-05 20:01:59,82063078732,4756,  ŚRÓDMIEŚCIE , Kuśnierska,78
zaoczny,2016-02-05 20:09:11,57080761635,2136,  VII DWÓR , Aleksandra Gryglewskiego,69
kredytowany,2016-02-05 21:31:45,17253028680,7469,  OSOWA , Heleny,246
gotówkowy,2016-02-05 22:24:43,28021375958,1777,  MŁYNISKA , Twarda,246
kredytowany,2016-02-06 01:40:53,36060668058,4524,  KOKOSZKI , Budowlanych,27
gotówkowy,2016-02-06 08:40:30,96031778447,9777,  RUDNIKI , Rzęsna,256
zaoczny,2016-02-06 11:01:43,55082311971,3314,  ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA , Bursztynowa,3
gotówkowy,2016-02-06 14:19:35,25311814647,6444,  CHEŁM , Pohulanka,23
kredytowany,2016-02-06 16:52:00,36270849146,5602,  CHEŁM , Narciarska,56
kredytowany,2016-02-06 17:58:06,57262129617,5774,  CHEŁM , Kadmowa,14
zaoczny,2016-02-06 18:21:35,70121771992,816,  OLSZYNKA , Altanki,182
kredytowany,2016-02-06 18:38:26,70210823821,4705,  CHEŁM , Miłocińska,85
zaoczny,2016-02-06 20:10:23,33071130048,1572,  KOKOSZKI , Inżynierska,14
kredytowany,2016-02-06 23:33:19,21220948938,2846,  STRZYŻA , Aleja Grunwaldzka,185
gotówkowy,2016-02-07 05:53:59,19310832788,0399,  OSOWA , Herosa,135
gotówkowy,2016-02-07 10:11:36,37060454061,8298,  OLSZYNKA , Letnia,150
kredytowany,2016-02-07 22:30:28,52270285944,481,  ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA , Lecha,100
kredytowany,2016-02-08 02:42:50,56071376186,6505,  OSOWA , Nike,142
gotówkowy,2016-02-08 02:59:33,49271825145,2690,  ŚRÓDMIEŚCIE , Plac Dominikański,82
zaoczny,2016-02-08 06:21:55,53060543743,2387,  ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA , Błękitna,9
zaoczny,2016-02-08 07:50:04,43060611184,9776,  WRZESZCZ GÓRNY , Antoniego Lendziona,168
kredytowany,2016-02-08 10:07:04,09092986621,8962,  CHEŁM , Starogardzka ,183
kredytowany,2016-02-08 13:16:22,52052050304,7416,  OLSZYNKA , Słonecznikowa,245
zaoczny,2016-02-08 16:39:58,75210310320,6356,  CHEŁM , Władysława Świechockiego,85
kredytowany,2016-02-08 18:45:30,25282745216,7741,  VII DWÓR , Głogowska,231
zaoczny,2016-02-08 23:52:49,33290192962,1102,  WRZESZCZ GÓRNY , Jana Matejki,220
zaoczny,2016-02-09 02:17:10,58231087970,5720,  OSOWA , Jana Keplera,155
kredytowany,2016-02-09 08:34:47,98031136902,4759,  WRZESZCZ GÓRNY , Ignacego Łukasiewicza,177
kredytowany,2016-02-09 08:56:50,03291358177,9862,  KOKOSZKI , Aleja Kazimierza Jagiellończyka,235
kredytowany,2016-02-09 09:09:48,74120571294,4476,  WRZESZCZ GÓRNY , Romana Dmowskiego,43
kredytowany,2016-02-09 09:21:37,03062827974,524,  ŚRÓDMIEŚCIE , Szewska,43
zaoczny,2016-02-09 16:54:27,27243060347,7938,  OLSZYNKA , Bratki,15
gotówkowy,2016-02-09 21:25:09,52011177837,8243,  JASIEŃ , Goszyńska,96
gotówkowy,2016-02-10 02:26:10,65043016306,8585,  UJEŚCISKO-ŁOSTOWICE , Łabędzia,43
zaoczny,2016-02-10 02:40:33,09221399717,5643,  OSOWA , Nowa,99
kredytowany,2016-02-10 05:05:28,44310685135,9208,  ORUNIA-ŚW. WOJCIECH-LIPCE , Ptasia,179
gotówkowy,2016-02-10 06:53:52,25060989036,0954,  ŚRÓDMIEŚCIE , Czopowa,246
zaoczny,2016-02-10 12:44:31,79070828287,6126,  WRZESZCZ DOLNY , Jana Kochanowskiego,91
gotówkowy,2016-02-11 03:34:22,63012970312,045,  CHEŁM , Jana Kielasa,156
